repo_id,release_line_id,release_id,file_path,dep_count,dep_names,dep_versions
20474,1,1715,pyproject.toml,8,"[""astrapy"", ""nbmake"", ""pytest"", ""ragstack-ai-colbert"", ""ragstack-ai-langchain"", ""ragstack-ai-llamaindex"", ""ruff"", ""yamllint""]","{""astrapy"": ""*"", ""nbmake"": ""*"", ""pytest"": ""^7.3.0"", ""ragstack-ai-colbert"": """", ""ragstack-ai-langchain"": """", ""ragstack-ai-llamaindex"": """", ""ruff"": ""^0.5.0"", ""yamllint"": ""^1.34.0""}"
20474,1,1716,libs/colbert/pyproject.toml,8,"[""cassio"", ""colbert-ai"", ""pyarrow"", ""pydantic"", ""pytest-asyncio"", ""ragstack-ai-tests-utils"", ""setuptools"", ""torch""]","{""cassio"": ""~0.1.7"", ""colbert-ai"": ""0.2.19"", ""pyarrow"": ""14.0.1"", ""pydantic"": ""^2.7.1"", ""pytest-asyncio"": ""^0.23.6"", ""ragstack-ai-tests-utils"": """", ""setuptools"": ""70.0.0"", ""torch"": ""2.2.1""}"
20474,1,1716,libs/knowledge-graph/pyproject.toml,18,"[""cassio"", ""graphviz"", ""ipykernel"", ""langchain"", ""langchain-community"", ""langchain-experimental"", ""langchain-openai"", ""pydantic-yaml"", ""pytest"", ""pytest-asyncio"", ""pytest-dotenv"", ""pytest-rerunfailures"", ""python-dotenv"", ""pyyaml"", ""requests"", ""ruff"", ""setuptools"", ""testcontainers""]","{""cassio"": ""^0.1.5"", ""graphviz"": ""^0.20.3"", ""ipykernel"": ""^6.29.4"", ""langchain"": ""^0.1.14"", ""langchain-community"": ""^0.0.31"", ""langchain-experimental"": ""^0.0.56"", ""langchain-openai"": ""^0.1.1"", ""pydantic-yaml"": ""^1.3.0"", ""pytest"": ""^8.1.1"", ""pytest-asyncio"": ""^0.23.6"", ""pytest-dotenv"": ""^0.5.2"", ""pytest-rerunfailures"": ""^14.0"", ""python-dotenv"": ""^1.0.1"", ""pyyaml"": ""^6.0.1"", ""requests"": ""^2.32.2"", ""ruff"": ""*"", ""setuptools"": ""^70.0.0"", ""testcontainers"": ""~3.7.1""}"
20474,1,1716,libs/knowledge-store/pyproject.toml,12,"[""cassio"", ""ipykernel"", ""langchain-community"", ""langchain-core"", ""langchain-openai"", ""mypy"", ""pytest"", ""pytest-asyncio"", ""python-dotenv"", ""ruff"", ""setuptools"", ""testcontainers""]","{""cassio"": ""^0.1.7"", ""ipykernel"": ""^6.29.4"", ""langchain-community"": ""^0.2"", ""langchain-core"": ""^0.2"", ""langchain-openai"": ""^0.1.7"", ""mypy"": ""^1.10.0"", ""pytest"": ""*"", ""pytest-asyncio"": ""^0.23.6"", ""python-dotenv"": ""^1.0.1"", ""ruff"": ""*"", ""setuptools"": ""^70.0.0"", ""testcontainers"": ""~3.7.1""}"
20474,1,1716,libs/langchain/pyproject.toml,15,"[""astrapy"", ""cassio"", ""langchain"", ""langchain-astradb"", ""langchain-community"", ""langchain-core"", ""langchain-google-genai"", ""langchain-google-vertexai"", ""langchain-nvidia-ai-endpoints"", ""langchain-openai"", ""pytest-asyncio"", ""ragstack-ai-colbert"", ""ragstack-ai-tests-utils"", ""setuptools"", ""unstructured""]","{""astrapy"": ""^1"", ""cassio"": ""~0.1.4"", ""langchain"": ""0.2.3"", ""langchain-astradb"": ""0.3.3"", ""langchain-community"": ""0.2.4"", ""langchain-core"": ""0.2.5"", ""langchain-google-genai"": ""1.0.6"", ""langchain-google-vertexai"": ""1.0.5"", ""langchain-nvidia-ai-endpoints"": ""0.1.1"", ""langchain-openai"": ""0.1.8"", ""pytest-asyncio"": ""^0.23.6"", ""ragstack-ai-colbert"": """", ""ragstack-ai-tests-utils"": """", ""setuptools"": ""^70.0.0"", ""unstructured"": ""0.14.2""}"
20474,1,1716,libs/llamaindex/pyproject.toml,22,"[""astrapy"", ""cassio"", ""cffi"", ""llama-index"", ""llama-index-core"", ""llama-index-embeddings-azure-openai"", ""llama-index-embeddings-bedrock"", ""llama-index-embeddings-gemini"", ""llama-index-embeddings-langchain"", ""llama-index-llms-azure-openai"", ""llama-index-llms-bedrock"", ""llama-index-llms-gemini"", ""llama-index-llms-vertex"", ""llama-index-multi-modal-llms-gemini"", ""llama-index-tools-cassandra"", ""llama-index-vector-stores-astra-db"", ""llama-index-vector-stores-cassandra"", ""llama-parse"", ""ragstack-ai-colbert"", ""ragstack-ai-tests-utils"", ""setuptools"", ""unstructured""]","{""astrapy"": ""^1"", ""cassio"": ""~0.1.4"", ""cffi"": ""^1.16.0"", ""llama-index"": ""0.10.43"", ""llama-index-core"": ""0.10.43"", ""llama-index-embeddings-azure-openai"": ""0.1.7"", ""llama-index-embeddings-bedrock"": ""0.1.4"", ""llama-index-embeddings-gemini"": ""0.1.7"", ""llama-index-embeddings-langchain"": ""0.1.2"", ""llama-index-llms-azure-openai"": ""0.1.6"", ""llama-index-llms-bedrock"": ""0.1.7"", ""llama-index-llms-gemini"": ""0.1.10"", ""llama-index-llms-vertex"": ""0.1.5"", ""llama-index-multi-modal-llms-gemini"": ""0.1.7"", ""llama-index-tools-cassandra"": ""0.1.1"", ""llama-index-vector-stores-astra-db"": ""0.1.7"", ""llama-index-vector-stores-cassandra"": ""0.1.3"", ""llama-parse"": ""0.4.1"", ""ragstack-ai-colbert"": """", ""ragstack-ai-tests-utils"": """", ""setuptools"": ""^70.0.0"", ""unstructured"": ""0.14.2""}"
20474,1,1716,pyproject.toml,10,"[""astrapy"", ""black"", ""nbmake"", ""pytest"", ""ragstack-ai-colbert"", ""ragstack-ai-langchain"", ""ragstack-ai-llamaindex"", ""ruff"", ""setuptools"", ""yamllint""]","{""astrapy"": ""*"", ""black"": ""*"", ""nbmake"": ""*"", ""pytest"": ""^7.3.0"", ""ragstack-ai-colbert"": """", ""ragstack-ai-langchain"": """", ""ragstack-ai-llamaindex"": """", ""ruff"": ""*"", ""setuptools"": ""^70.0.0"", ""yamllint"": ""^1.34.0""}"
20474,1,1717,libs/colbert/pyproject.toml,8,"[""cassio"", ""colbert-ai"", ""pyarrow"", ""pydantic"", ""pytest-asyncio"", ""ragstack-ai-tests-utils"", ""setuptools"", ""torch""]","{""cassio"": ""~0.1.7"", ""colbert-ai"": ""0.2.19"", ""pyarrow"": ""14.0.1"", ""pydantic"": ""^2.7.1"", ""pytest-asyncio"": ""^0.23.6"", ""ragstack-ai-tests-utils"": """", ""setuptools"": ""70.0.0"", ""torch"": ""2.2.1""}"
20474,1,1717,libs/knowledge-graph/pyproject.toml,18,"[""cassio"", ""graphviz"", ""ipykernel"", ""langchain"", ""langchain-community"", ""langchain-experimental"", ""langchain-openai"", ""pydantic-yaml"", ""pytest"", ""pytest-asyncio"", ""pytest-dotenv"", ""pytest-retry"", ""python-dotenv"", ""pyyaml"", ""requests"", ""ruff"", ""setuptools"", ""testcontainers""]","{""cassio"": ""^0.1.5"", ""graphviz"": ""^0.20.3"", ""ipykernel"": ""^6.29.4"", ""langchain"": ""^0.1.14"", ""langchain-community"": ""^0.0.31"", ""langchain-experimental"": ""^0.0.56"", ""langchain-openai"": ""^0.1.1"", ""pydantic-yaml"": ""^1.3.0"", ""pytest"": ""^8.1.1"", ""pytest-asyncio"": ""^0.23.6"", ""pytest-dotenv"": ""^0.5.2"", ""pytest-retry"": ""^1.6.3"", ""python-dotenv"": ""^1.0.1"", ""pyyaml"": ""^6.0.1"", ""requests"": ""^2.32.2"", ""ruff"": ""*"", ""setuptools"": ""^70.0.0"", ""testcontainers"": ""~3.7.1""}"
20474,1,1717,libs/knowledge-store/pyproject.toml,12,"[""cassio"", ""ipykernel"", ""langchain-community"", ""langchain-core"", ""langchain-openai"", ""mypy"", ""pytest"", ""pytest-asyncio"", ""python-dotenv"", ""ruff"", ""setuptools"", ""testcontainers""]","{""cassio"": ""^0.1.7"", ""ipykernel"": ""^6.29.4"", ""langchain-community"": ""^0.2"", ""langchain-core"": ""^0.2"", ""langchain-openai"": ""^0.1.7"", ""mypy"": ""^1.10.0"", ""pytest"": ""*"", ""pytest-asyncio"": ""^0.23.6"", ""python-dotenv"": ""^1.0.1"", ""ruff"": ""*"", ""setuptools"": ""^70.0.0"", ""testcontainers"": ""~3.7.1""}"
20474,1,1717,libs/langchain/pyproject.toml,15,"[""astrapy"", ""cassio"", ""langchain"", ""langchain-astradb"", ""langchain-community"", ""langchain-core"", ""langchain-google-genai"", ""langchain-google-vertexai"", ""langchain-nvidia-ai-endpoints"", ""langchain-openai"", ""pytest-asyncio"", ""ragstack-ai-colbert"", ""ragstack-ai-tests-utils"", ""setuptools"", ""unstructured""]","{""astrapy"": ""^1"", ""cassio"": ""~0.1.4"", ""langchain"": ""0.1.19"", ""langchain-astradb"": ""0.3.3"", ""langchain-community"": ""0.0.38"", ""langchain-core"": ""0.1.52"", ""langchain-google-genai"": ""0.0.11"", ""langchain-google-vertexai"": ""1.0.1"", ""langchain-nvidia-ai-endpoints"": ""0.0.9"", ""langchain-openai"": ""0.1.3"", ""pytest-asyncio"": ""^0.23.6"", ""ragstack-ai-colbert"": """", ""ragstack-ai-tests-utils"": """", ""setuptools"": ""^70.0.0"", ""unstructured"": ""0.14.2""}"
20474,1,1717,libs/llamaindex/pyproject.toml,21,"[""astrapy"", ""cassio"", ""cffi"", ""llama-index"", ""llama-index-embeddings-azure-openai"", ""llama-index-embeddings-bedrock"", ""llama-index-embeddings-gemini"", ""llama-index-embeddings-langchain"", ""llama-index-llms-azure-openai"", ""llama-index-llms-bedrock"", ""llama-index-llms-gemini"", ""llama-index-llms-vertex"", ""llama-index-multi-modal-llms-gemini"", ""llama-index-tools-cassandra"", ""llama-index-vector-stores-astra-db"", ""llama-index-vector-stores-cassandra"", ""llama-parse"", ""ragstack-ai-colbert"", ""ragstack-ai-tests-utils"", ""setuptools"", ""unstructured""]","{""astrapy"": ""^1"", ""cassio"": ""~0.1.4"", ""cffi"": ""^1.16.0"", ""llama-index"": ""0.10.31"", ""llama-index-embeddings-azure-openai"": ""0.1.7"", ""llama-index-embeddings-bedrock"": ""0.1.4"", ""llama-index-embeddings-gemini"": ""0.1.6"", ""llama-index-embeddings-langchain"": ""0.1.2"", ""llama-index-llms-azure-openai"": ""0.1.6"", ""llama-index-llms-bedrock"": ""0.1.7"", ""llama-index-llms-gemini"": ""0.1.7"", ""llama-index-llms-vertex"": ""0.1.5"", ""llama-index-multi-modal-llms-gemini"": ""0.1.5"", ""llama-index-tools-cassandra"": ""0.1.1"", ""llama-index-vector-stores-astra-db"": ""0.1.7"", ""llama-index-vector-stores-cassandra"": ""0.1.3"", ""llama-parse"": ""0.4.1"", ""ragstack-ai-colbert"": """", ""ragstack-ai-tests-utils"": """", ""setuptools"": ""^70.0.0"", ""unstructured"": ""0.14.2""}"
20474,1,1717,pyproject.toml,10,"[""astrapy"", ""black"", ""nbmake"", ""pytest"", ""ragstack-ai-colbert"", ""ragstack-ai-langchain"", ""ragstack-ai-llamaindex"", ""ruff"", ""setuptools"", ""yamllint""]","{""astrapy"": ""*"", ""black"": ""*"", ""nbmake"": ""*"", ""pytest"": ""^7.3.0"", ""ragstack-ai-colbert"": """", ""ragstack-ai-langchain"": """", ""ragstack-ai-llamaindex"": """", ""ruff"": ""*"", ""setuptools"": ""^70.0.0"", ""yamllint"": ""^1.34.0""}"
20474,1,1718,libs/colbert/pyproject.toml,8,"[""cassio"", ""colbert-ai"", ""pyarrow"", ""pydantic"", ""pytest-asyncio"", ""ragstack-ai-tests-utils"", ""setuptools"", ""torch""]","{""cassio"": ""~0.1.7"", ""colbert-ai"": ""0.2.19"", ""pyarrow"": ""14.0.1"", ""pydantic"": ""^2.7.1"", ""pytest-asyncio"": ""^0.23.6"", ""ragstack-ai-tests-utils"": """", ""setuptools"": ""70.0.0"", ""torch"": ""2.2.1""}"
20474,1,1718,libs/knowledge-graph/pyproject.toml,19,"[""cassio"", ""graphviz"", ""ipykernel"", ""langchain"", ""langchain-community"", ""langchain-experimental"", ""langchain-openai"", ""precisely"", ""pydantic-yaml"", ""pytest"", ""pytest-asyncio"", ""pytest-dotenv"", ""pytest-retry"", ""python-dotenv"", ""pyyaml"", ""requests"", ""ruff"", ""setuptools"", ""testcontainers""]","{""cassio"": ""^0.1.5"", ""graphviz"": ""^0.20.3"", ""ipykernel"": ""^6.29.4"", ""langchain"": ""^0.1.14"", ""langchain-community"": ""^0.0.31"", ""langchain-experimental"": ""^0.0.56"", ""langchain-openai"": ""^0.1.1"", ""precisely"": ""^0.1.9"", ""pydantic-yaml"": ""^1.3.0"", ""pytest"": ""^8.1.1"", ""pytest-asyncio"": ""^0.23.6"", ""pytest-dotenv"": ""^0.5.2"", ""pytest-retry"": ""^1.6.3"", ""python-dotenv"": ""^1.0.1"", ""pyyaml"": ""^6.0.1"", ""requests"": ""<=2.31.0"", ""ruff"": ""*"", ""setuptools"": ""^70.0.0"", ""testcontainers"": ""~3.7.1""}"
20474,1,1718,libs/knowledge-store/pyproject.toml,12,"[""cassio"", ""ipykernel"", ""langchain-community"", ""langchain-core"", ""langchain-openai"", ""mypy"", ""pytest"", ""pytest-asyncio"", ""requests"", ""ruff"", ""setuptools"", ""testcontainers""]","{""cassio"": ""^0.1.7"", ""ipykernel"": ""^6.29.4"", ""langchain-community"": ""^0.2"", ""langchain-core"": ""^0.2"", ""langchain-openai"": ""^0.1.7"", ""mypy"": ""^1.10.0"", ""pytest"": ""*"", ""pytest-asyncio"": ""^0.23.6"", ""requests"": ""<=2.31.0"", ""ruff"": ""*"", ""setuptools"": ""^70.0.0"", ""testcontainers"": ""~3.7.1""}"
20474,1,1718,libs/langchain/pyproject.toml,15,"[""astrapy"", ""cassio"", ""langchain"", ""langchain-astradb"", ""langchain-community"", ""langchain-core"", ""langchain-google-genai"", ""langchain-google-vertexai"", ""langchain-nvidia-ai-endpoints"", ""langchain-openai"", ""pytest-asyncio"", ""ragstack-ai-colbert"", ""ragstack-ai-tests-utils"", ""setuptools"", ""unstructured""]","{""astrapy"": ""^1"", ""cassio"": ""~0.1.4"", ""langchain"": ""0.1.19"", ""langchain-astradb"": ""0.3.0"", ""langchain-community"": ""0.0.38"", ""langchain-core"": ""0.1.52"", ""langchain-google-genai"": ""0.0.11"", ""langchain-google-vertexai"": ""1.0.1"", ""langchain-nvidia-ai-endpoints"": ""0.0.9"", ""langchain-openai"": ""0.1.3"", ""pytest-asyncio"": ""^0.23.6"", ""ragstack-ai-colbert"": """", ""ragstack-ai-tests-utils"": """", ""setuptools"": ""^70.0.0"", ""unstructured"": ""0.14.2""}"
20474,1,1718,libs/llamaindex/pyproject.toml,21,"[""astrapy"", ""cassio"", ""cffi"", ""llama-index"", ""llama-index-embeddings-azure-openai"", ""llama-index-embeddings-bedrock"", ""llama-index-embeddings-gemini"", ""llama-index-embeddings-langchain"", ""llama-index-llms-azure-openai"", ""llama-index-llms-bedrock"", ""llama-index-llms-gemini"", ""llama-index-llms-vertex"", ""llama-index-multi-modal-llms-gemini"", ""llama-index-tools-cassandra"", ""llama-index-vector-stores-astra-db"", ""llama-index-vector-stores-cassandra"", ""llama-parse"", ""ragstack-ai-colbert"", ""ragstack-ai-tests-utils"", ""setuptools"", ""unstructured""]","{""astrapy"": ""^1"", ""cassio"": ""~0.1.4"", ""cffi"": ""^1.16.0"", ""llama-index"": ""0.10.31"", ""llama-index-embeddings-azure-openai"": ""0.1.7"", ""llama-index-embeddings-bedrock"": ""0.1.4"", ""llama-index-embeddings-gemini"": ""0.1.6"", ""llama-index-embeddings-langchain"": ""0.1.2"", ""llama-index-llms-azure-openai"": ""0.1.6"", ""llama-index-llms-bedrock"": ""0.1.7"", ""llama-index-llms-gemini"": ""0.1.7"", ""llama-index-llms-vertex"": ""0.1.5"", ""llama-index-multi-modal-llms-gemini"": ""0.1.5"", ""llama-index-tools-cassandra"": ""0.1.1"", ""llama-index-vector-stores-astra-db"": ""0.1.7"", ""llama-index-vector-stores-cassandra"": ""0.1.3"", ""llama-parse"": ""0.4.1"", ""ragstack-ai-colbert"": """", ""ragstack-ai-tests-utils"": """", ""setuptools"": ""^70.0.0"", ""unstructured"": ""0.14.2""}"
20474,1,1718,pyproject.toml,10,"[""astrapy"", ""black"", ""nbmake"", ""pytest"", ""ragstack-ai-colbert"", ""ragstack-ai-langchain"", ""ragstack-ai-llamaindex"", ""ruff"", ""setuptools"", ""yamllint""]","{""astrapy"": ""*"", ""black"": ""*"", ""nbmake"": ""*"", ""pytest"": ""^7.3.0"", ""ragstack-ai-colbert"": """", ""ragstack-ai-langchain"": """", ""ragstack-ai-llamaindex"": """", ""ruff"": ""*"", ""setuptools"": ""^70.0.0"", ""yamllint"": ""^1.34.0""}"
20474,1,1719,libs/colbert/pyproject.toml,7,"[""cassio"", ""colbert-ai"", ""pyarrow"", ""pydantic"", ""pytest-asyncio"", ""ragstack-ai-tests-utils"", ""torch""]","{""cassio"": ""~0.1.7"", ""colbert-ai"": ""0.2.19"", ""pyarrow"": ""14.0.1"", ""pydantic"": ""^2.7.1"", ""pytest-asyncio"": ""^0.23.6"", ""ragstack-ai-tests-utils"": """", ""torch"": ""2.2.1""}"
20474,1,1719,libs/knowledge-graph/pyproject.toml,17,"[""cassio"", ""graphviz"", ""ipykernel"", ""langchain"", ""langchain-community"", ""langchain-experimental"", ""langchain-openai"", ""precisely"", ""pydantic-yaml"", ""pytest"", ""pytest-asyncio"", ""pytest-dotenv"", ""python-dotenv"", ""pyyaml"", ""requests"", ""ruff"", ""testcontainers""]","{""cassio"": ""^0.1.5"", ""graphviz"": ""^0.20.3"", ""ipykernel"": ""^6.29.4"", ""langchain"": ""^0.1.14"", ""langchain-community"": ""^0.0.31"", ""langchain-experimental"": ""^0.0.56"", ""langchain-openai"": ""^0.1.1"", ""precisely"": ""^0.1.9"", ""pydantic-yaml"": ""^1.3.0"", ""pytest"": ""^8.1.1"", ""pytest-asyncio"": ""^0.23.6"", ""pytest-dotenv"": ""^0.5.2"", ""python-dotenv"": ""^1.0.1"", ""pyyaml"": ""^6.0.1"", ""requests"": ""<=2.31.0"", ""ruff"": ""*"", ""testcontainers"": ""~3.7.1""}"
20474,1,1719,libs/knowledge-store/pyproject.toml,11,"[""cassio"", ""ipykernel"", ""langchain-community"", ""langchain-core"", ""langchain-openai"", ""mypy"", ""pytest"", ""pytest-asyncio"", ""requests"", ""ruff"", ""testcontainers""]","{""cassio"": ""^0.1.7"", ""ipykernel"": ""^6.29.4"", ""langchain-community"": ""^0.2"", ""langchain-core"": ""^0.2"", ""langchain-openai"": ""^0.1.7"", ""mypy"": ""^1.10.0"", ""pytest"": ""*"", ""pytest-asyncio"": ""^0.23.6"", ""requests"": ""<=2.31.0"", ""ruff"": ""*"", ""testcontainers"": ""~3.7.1""}"
20474,1,1719,libs/langchain/pyproject.toml,14,"[""astrapy"", ""cassio"", ""langchain"", ""langchain-astradb"", ""langchain-community"", ""langchain-core"", ""langchain-google-genai"", ""langchain-google-vertexai"", ""langchain-nvidia-ai-endpoints"", ""langchain-openai"", ""pytest-asyncio"", ""ragstack-ai-colbert"", ""ragstack-ai-tests-utils"", ""unstructured""]","{""astrapy"": ""^1"", ""cassio"": ""~0.1.4"", ""langchain"": ""0.1.19"", ""langchain-astradb"": ""0.3.0"", ""langchain-community"": ""0.0.38"", ""langchain-core"": ""0.1.52"", ""langchain-google-genai"": ""0.0.11"", ""langchain-google-vertexai"": ""1.0.1"", ""langchain-nvidia-ai-endpoints"": ""0.0.9"", ""langchain-openai"": ""0.1.3"", ""pytest-asyncio"": ""^0.23.6"", ""ragstack-ai-colbert"": """", ""ragstack-ai-tests-utils"": """", ""unstructured"": ""0.14.2""}"
20474,1,1719,libs/llamaindex/pyproject.toml,19,"[""astrapy"", ""cassio"", ""cffi"", ""llama-index"", ""llama-index-embeddings-azure-openai"", ""llama-index-embeddings-bedrock"", ""llama-index-embeddings-gemini"", ""llama-index-embeddings-langchain"", ""llama-index-llms-azure-openai"", ""llama-index-llms-bedrock"", ""llama-index-llms-gemini"", ""llama-index-llms-vertex"", ""llama-index-multi-modal-llms-gemini"", ""llama-index-vector-stores-astra-db"", ""llama-index-vector-stores-cassandra"", ""llama-parse"", ""ragstack-ai-colbert"", ""ragstack-ai-tests-utils"", ""unstructured""]","{""astrapy"": ""^1"", ""cassio"": ""~0.1.4"", ""cffi"": ""^1.16.0"", ""llama-index"": ""0.10.31"", ""llama-index-embeddings-azure-openai"": ""0.1.7"", ""llama-index-embeddings-bedrock"": ""0.1.4"", ""llama-index-embeddings-gemini"": ""0.1.6"", ""llama-index-embeddings-langchain"": ""0.1.2"", ""llama-index-llms-azure-openai"": ""0.1.6"", ""llama-index-llms-bedrock"": ""0.1.7"", ""llama-index-llms-gemini"": ""0.1.7"", ""llama-index-llms-vertex"": ""0.1.5"", ""llama-index-multi-modal-llms-gemini"": ""0.1.5"", ""llama-index-vector-stores-astra-db"": ""0.1.7"", ""llama-index-vector-stores-cassandra"": ""0.1.3"", ""llama-parse"": ""0.4.1"", ""ragstack-ai-colbert"": """", ""ragstack-ai-tests-utils"": """", ""unstructured"": ""0.14.2""}"
20474,1,1719,pyproject.toml,9,"[""astrapy"", ""black"", ""nbmake"", ""pytest"", ""ragstack-ai-colbert"", ""ragstack-ai-langchain"", ""ragstack-ai-llamaindex"", ""ruff"", ""yamllint""]","{""astrapy"": ""*"", ""black"": ""*"", ""nbmake"": ""*"", ""pytest"": ""^7.3.0"", ""ragstack-ai-colbert"": """", ""ragstack-ai-langchain"": """", ""ragstack-ai-llamaindex"": """", ""ruff"": ""*"", ""yamllint"": ""^1.34.0""}"
20474,1,1720,libs/colbert/pyproject.toml,7,"[""cassio"", ""colbert-ai"", ""pyarrow"", ""pydantic"", ""pytest-asyncio"", ""ragstack-ai-tests-utils"", ""torch""]","{""cassio"": ""~0.1.7"", ""colbert-ai"": ""0.2.19"", ""pyarrow"": ""14.0.1"", ""pydantic"": ""^2.7.1"", ""pytest-asyncio"": ""^0.23.6"", ""ragstack-ai-tests-utils"": """", ""torch"": ""2.2.1""}"
20474,1,1720,libs/langchain/pyproject.toml,14,"[""astrapy"", ""cassio"", ""langchain"", ""langchain-astradb"", ""langchain-community"", ""langchain-core"", ""langchain-google-genai"", ""langchain-google-vertexai"", ""langchain-nvidia-ai-endpoints"", ""langchain-openai"", ""pytest-asyncio"", ""ragstack-ai-colbert"", ""ragstack-ai-tests-utils"", ""unstructured""]","{""astrapy"": ""^1"", ""cassio"": ""~0.1.4"", ""langchain"": ""0.1.19"", ""langchain-astradb"": ""0.3.0"", ""langchain-community"": ""0.0.38"", ""langchain-core"": ""0.1.52"", ""langchain-google-genai"": ""0.0.11"", ""langchain-google-vertexai"": ""1.0.1"", ""langchain-nvidia-ai-endpoints"": ""0.0.9"", ""langchain-openai"": ""0.1.3"", ""pytest-asyncio"": ""^0.23.6"", ""ragstack-ai-colbert"": """", ""ragstack-ai-tests-utils"": """", ""unstructured"": ""0.12.5""}"
20474,1,1720,libs/llamaindex/pyproject.toml,19,"[""astrapy"", ""cassio"", ""cffi"", ""llama-index"", ""llama-index-embeddings-azure-openai"", ""llama-index-embeddings-bedrock"", ""llama-index-embeddings-gemini"", ""llama-index-embeddings-langchain"", ""llama-index-llms-azure-openai"", ""llama-index-llms-bedrock"", ""llama-index-llms-gemini"", ""llama-index-llms-vertex"", ""llama-index-multi-modal-llms-gemini"", ""llama-index-vector-stores-astra-db"", ""llama-index-vector-stores-cassandra"", ""llama-parse"", ""ragstack-ai-colbert"", ""ragstack-ai-tests-utils"", ""unstructured""]","{""astrapy"": ""^1"", ""cassio"": ""~0.1.4"", ""cffi"": ""^1.16.0"", ""llama-index"": ""0.10.31"", ""llama-index-embeddings-azure-openai"": ""0.1.7"", ""llama-index-embeddings-bedrock"": ""0.1.4"", ""llama-index-embeddings-gemini"": ""0.1.6"", ""llama-index-embeddings-langchain"": ""0.1.2"", ""llama-index-llms-azure-openai"": ""0.1.6"", ""llama-index-llms-bedrock"": ""0.1.7"", ""llama-index-llms-gemini"": ""0.1.7"", ""llama-index-llms-vertex"": ""0.1.5"", ""llama-index-multi-modal-llms-gemini"": ""0.1.5"", ""llama-index-vector-stores-astra-db"": ""0.1.7"", ""llama-index-vector-stores-cassandra"": ""0.1.3"", ""llama-parse"": ""0.4.1"", ""ragstack-ai-colbert"": """", ""ragstack-ai-tests-utils"": """", ""unstructured"": ""0.12.5""}"
20474,1,1720,pyproject.toml,9,"[""astrapy"", ""black"", ""nbmake"", ""pytest"", ""ragstack-ai-colbert"", ""ragstack-ai-langchain"", ""ragstack-ai-llamaindex"", ""ruff"", ""yamllint""]","{""astrapy"": ""*"", ""black"": ""*"", ""nbmake"": ""*"", ""pytest"": ""^7.3.0"", ""ragstack-ai-colbert"": """", ""ragstack-ai-langchain"": """", ""ragstack-ai-llamaindex"": """", ""ruff"": ""*"", ""yamllint"": ""^1.34.0""}"
20474,1,1721,libs/colbert/pyproject.toml,6,"[""cassio"", ""colbert-ai"", ""pyarrow"", ""pydantic"", ""ragstack-ai-tests-utils"", ""torch""]","{""cassio"": ""~0.1.7"", ""colbert-ai"": ""0.2.19"", ""pyarrow"": ""14.0.1"", ""pydantic"": ""^2.7.1"", ""ragstack-ai-tests-utils"": """", ""torch"": ""2.2.1""}"
20474,1,1721,libs/langchain/pyproject.toml,13,"[""astrapy"", ""cassio"", ""langchain"", ""langchain-astradb"", ""langchain-community"", ""langchain-core"", ""langchain-google-genai"", ""langchain-google-vertexai"", ""langchain-nvidia-ai-endpoints"", ""langchain-openai"", ""ragstack-ai-colbert"", ""ragstack-ai-tests-utils"", ""unstructured""]","{""astrapy"": ""^1"", ""cassio"": ""~0.1.4"", ""langchain"": ""0.1.19"", ""langchain-astradb"": ""0.3.0"", ""langchain-community"": ""0.0.38"", ""langchain-core"": ""0.1.52"", ""langchain-google-genai"": ""0.0.11"", ""langchain-google-vertexai"": ""1.0.1"", ""langchain-nvidia-ai-endpoints"": ""0.0.9"", ""langchain-openai"": ""0.1.3"", ""ragstack-ai-colbert"": """", ""ragstack-ai-tests-utils"": """", ""unstructured"": ""0.12.5""}"
20474,1,1721,libs/llamaindex/pyproject.toml,19,"[""astrapy"", ""cassio"", ""cffi"", ""llama-index"", ""llama-index-embeddings-azure-openai"", ""llama-index-embeddings-bedrock"", ""llama-index-embeddings-gemini"", ""llama-index-embeddings-langchain"", ""llama-index-llms-azure-openai"", ""llama-index-llms-bedrock"", ""llama-index-llms-gemini"", ""llama-index-llms-vertex"", ""llama-index-multi-modal-llms-gemini"", ""llama-index-vector-stores-astra-db"", ""llama-index-vector-stores-cassandra"", ""llama-parse"", ""ragstack-ai-colbert"", ""ragstack-ai-tests-utils"", ""unstructured""]","{""astrapy"": ""^1"", ""cassio"": ""~0.1.4"", ""cffi"": ""^1.16.0"", ""llama-index"": ""0.10.31"", ""llama-index-embeddings-azure-openai"": ""0.1.7"", ""llama-index-embeddings-bedrock"": ""0.1.4"", ""llama-index-embeddings-gemini"": ""0.1.6"", ""llama-index-embeddings-langchain"": ""0.1.2"", ""llama-index-llms-azure-openai"": ""0.1.6"", ""llama-index-llms-bedrock"": ""0.1.7"", ""llama-index-llms-gemini"": ""0.1.7"", ""llama-index-llms-vertex"": ""0.1.5"", ""llama-index-multi-modal-llms-gemini"": ""0.1.5"", ""llama-index-vector-stores-astra-db"": ""0.1.7"", ""llama-index-vector-stores-cassandra"": ""0.1.3"", ""llama-parse"": ""0.4.1"", ""ragstack-ai-colbert"": """", ""ragstack-ai-tests-utils"": """", ""unstructured"": ""0.12.5""}"
